,content,label
25,"Assentamento da TRT com pórticos de destravamento mecânico da ANM obstruídos por hidrato"". Conforme 
recomendações da MOC:
- Revisada SOP, excluindo, nas etapas aplicáveis, a contingência de Destravamento Mecânico do conector da ANM em caso de falha no 
destravamento hidráulico, justificando com o fato dos pórticos estarem obstruídos por hidrato, citando o RA deste evento.
- Incluído na Passagem de Serviço EQSB a indisponibilidade do Destravamento Mecânico do conector da ANM em caso de falha no destravamento 
hidráulico, justificando com o fato dos pórticos estarem obstruídos por hidrato, citando o RA deste evento.
- Informado ao Fiscal para revisar o CRONO e documentos cabíveis, excluindo, nas etapas aplicáveis, a contingência de Destravamento Mecânico 
do conector da ANM em caso de falha no destravamento hidráulico, justificando com o fato dos pórticos estarem obstruídos por hidrato.
- Incluído no painel da LER informação para não atuação da função ""","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
26,"De acordo com o fiscal, havia um indício de hidrato no poço 
e que essa seria a causa dos valores baixos de pressão do TPT indicados anteriormente no Multisas. 
Verificado que o display do módulo 1 do Multisas não estava funcionando adequadamente, uma 
vez que os valores de pressão e temperatura ficam congelados na tela e os dados não são 
armazenados  na  memória  do  Multisas.",{'recommendations': []}
27,"OUTROS PONTOS RELEVANTES  
• Observado a presença de  hidrato na estrutura da BAP - Face 4  (Foto 57) . Formação de hidrato na estrutura da BAP - Face 4.  
 
5.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
28,"  Foi observado escape de fluido para o meio externo da ANM localizado no vértice do painel SCM, entre as 
faces 2 e 3, sendo o mesmo monitorado durante 15 minutos, apresentando escape de 7 bolhas por minuto; 
(Fotos 22 e  23) 
4.5. CONCLUSÃO 
  Realizada inspeção programada  na ANM do poço 7-BUZ-31D-RJS, nas Faces 1, 2, 3 e 4, conforme 
procedimento; 
  Observado escape de fluido para o meio externo da ANM, localizado no vértice do painel SCM, entre as faces 
2 e 3, o mesmo foi monitorado durante 15 minutos, observando o escape de 7 bolhas, por minuto; 
  Não foi realizado teste funcional de válvulas, conforme solicitação do GPLAT P-76 (Srº André Hurtado), os 
testes funcionais das válvulas serão feitos em outro momento.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
29," Efetuar abertura e fechamento da VHIF do poço MLS-222 em apoio a operação de dissociação de hidrato 
na LPO.","{'recommendations': [{'recommendation': 'opção 3', 'location': 'linha de produção do equipamento', 'type': 'hidrato'}]}"
30,"- ESCAPE DE GÁS 7-VL-2D-RJS / 7-VL-2D-RJS / PGP-1 OBJETIVO 
•  Realizar inspeção diferenciada de escape de gás na ANM do poço 7-VL-2D-RJS e seus acessórios, a fim 
de monitorar a possível evolução de escapes de gás conhecidos e surgimento de novos escapes. 
3. A baixa visibilidade encontrada na locação em diferentes tentativas de realização da operação afetou a 
qualidade das fotos do relatório, porém não impossibilitou a identificação dos pontos de escape de gás, 
objetivo final da inspeção. •  Realizado monitoramento por um período de 15 minutos do ponto de vazamento na interface ANM x Capa 
de Abandono, conforme mencionado no parecer técnico PI-ANM-EDG12.37456_2017, sendo observado 
escape de gás intermitente de baixa intensidade – Face Norte; (Fotos 2 e 3)   
•  Observado acúmulo de gás (bolsão) na interface ANM x Capa de abandono – Face Sul; (Fotos 4 e 5) 
•  Realizada inspeção no compensador da ANM, conforme recomendação do parecer técnico  PI-ANM-
EDG12.37456_2017, não sendo observado escape de gás.  
   
Foto 2. Panorâmica do ponto de escape de gás na  Foto 3. Detalhe do ponto de escape de gás na 
interface ANM x Panorâmica do acúmulo de gás (bolsão) Detalhe do acúmulo de gás (bolsão) na 
interface ANM x CONCLUSÃO  
•  Realizada inspeção diferenciada de escape de gás no conjunto ANM do poço 7-VL-2D-RJS, não sendo 
observados novos pontos de vazamentos além dos conhecidos. 
Tabela 6 - CONCLUSÃO 
Pergunta  Resposta  Referência / Observação 
(A) Identificado escape de gás e 
formação de bolsão na interface ANM 
(H)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
31,"- ESCAPE DE GÁS 6 -MRL -199D -RJS / 6 -MRL -199D -RJS / P -20 OS: 006000581879  
CAMPO  COORDENADAS UTM / SIRGAS 2000 / MC 39° INSTALAÇÃO  PROFUNDIDADE (m) Realizar inspeção diferenciada de escape de gás  na ANM do poço 6 -MRL -199D -RJS e seus acessórios, a 
fim de monitorar a possível evolução de escapes de gás conhecidos e surgimento de novos escapes . 
3. VAZAMENTOS EXTERNOS  
• Realizado o monitoramento por um período de 15 minutos  na Tree Cap , em ponto de escape mencionado  
no parecer técnico PI-ANM -EDG6.62483_2021 , onde  foi observado escape de apenas 1 (uma) bolha nesse 
período, aparentemente oriund o do anodo do subequipamento;  (Fotos 14 e 15)  
• Realizado o monitoramento por um período de 15 minutos na região de interface da ANM x BAP (próximo 
ao atuador da válvula W1), em ponto de escape  mencionado no parecer técnico PI-ANM -
EDG6.62483_2021 , onde não foi observado es cape de gás durante o período ; (Fotos 16 e 17 ) 
• Identificado ponto de escape de gás intermitente de baixa intensidade, caracterizado por bolhas  de pequeno 
e médi o porte, na haste do conector da BAP. Observado início de formação de hidrato na haste do conector da BAP;  (Foto  21) Realizada inspeção visual no leito marinho ao redor do conjunto ANM, não sendo observado escape de gás 
durante o período de monitoramento;  Tabela 8 – STATUS  DE VÁLVULAS E DE FLY LEADS  DO CONJUNTO  (Fotos 12 e 13 ) Offshore Manager  
 
 
 
  
Foto 14.  Panorâmica da região de escape de gás na Tree 
Cap – Face 4 Detalhe da região de escape de gás na Tree Cap – 
Face 4 – sem escape de gás Detalhe da região monitorada entre ANM e BAP – 
sem escape de gás Foto 18.  Panorâmica da região de escape de gás próximo 
ao conector da BAP  Foto 19. Detalhe da região de escape de gás próximo ao 
conector da BAP Início de formação de hidrato no conector da BAP CONCLUSÃO  
• Realizada inspeção diferenciada de escape de gás da ANM do poço 6 -MRL -199D -RJS; 
• Observado no vo ponto de vazamento na haste do  conector da BAP e início de formação de hidrato na mesma . SIM  ☐NÃO  Escape de gás próximo ao conector 
da BAP.  
(I)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
32,"Devido à suspeita de hidrato nas funções CI-4 e CI-2 do poço 7-BUZ-12-RJS, foi realizada 
inspeção, posterior substituição do SCM S/N 132 pelo SCM S/N 96 e substituição da SCMMB FC-468 
pela SCMMB FC-441 para recuperação do controle hidráulico total do poço. Durante as desconexões dos EFLs, foi verificado bolhas de fluido sobre o topo do SCM S/N 132. Observadas bolhas provenientes da parte superior do SCM. o prosseguimento da operação assim 
que cessasse o aparecimento de bolhas •  Içado o SCM S/N 132 à 80m (profundidade limite para operação com ROV), realizada inspeção 
visual e observadas bolhas provenientes da parte superior do SCM. o prosseguimento da operação assim que 
cessasse o aparecimento de bolhas Realizado pull 
test, teste ok; 
•  Içado o SCM à 50m (fora do limite de operação com o ROV) e aguardado 20 minutos; 
•  SCM à 80m (profundidade limite para operação com ROV), realizada inspeção visual e não foram 
observadas bolhas provenientes do SCM; 
•  Içado o SCM até a superfície, realizado inboarding, apoiado sobre o pallet da embarcação protegido 
com manta absorvedora e kit SOPEP; 
•  Realizado checklist do SCM Não foram observados quaisquer indícios 
de formação de hidrato na SCMMB; 
• Aos 800 metros foram 
observadas bolhas provenientes da SCMMB. o prosseguimento da operação assim que 
cessasse o aparecimento de bolhas; 
•  Solicitado que a equipe do Sistema de Controles seguisse até a enfermaria para realizar o teste de 
COVID, pois algumas pessoas testaram positivo a bordo; •  Aguardado o cessamento do surgimento de bolhas provenientes da SCMMB para prosseguir com 
a operação, conforme orientado pelo suporte Turno SEL BR; Não havia presença de hidrato nos couplers, porém com 
presença de borra escura nas linhas 5 que corresponde a M2/AI e AI2 e linha 13 que 
corresponde a CI-4. Foi realizado jateamento dos couplers, obtendo sucesso na limpeza e após 
os 15 minutos não foi visualizado bolhas, hidrato e sujeira. Realizou-se uma inspeção onde não se observou 
a existência de hidrato na Mounting Base da ANM. Durante as desconexões dos EFLs, foi verificado bolhas de fluido sobre o top do SCM. Figura 4 - Verificação da ausência de hidrato. 
 
3.2.3  Desconexão Elétrica Aos 800 metros 
foram observadas bolhas provenientes da SCMMB. o prosseguimento da operação assim que 
cessasse o aparecimento de bolhas Ao Inspecionar o SHD1 da ANM após a retirada do HFL do MCVU, não foi verificada presença de 
hidrato nos couplers, porém houve presença de borra escura nas linhas 5 que corresponde a M2/AI e AI2 e 
linha 13 que corresponde a CI4. Foi realizado jateamento dos couplers, obtendo sucesso na limpeza e após os 15 minutos não foi 
visualizado bolhas, hidrato ou sujeira.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
33,"Verificada presença de hidrato nas linhas das 
28/12/2019  SCM-105  RSCMMB,  2012  válvulas CIs no SCM, RSCMMB e HFL.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
34,"  Observado escape de gás apresentando 9 bolhas/minuto de fluxo intermitente, na base da placa lógica, no 
stab 15 (fotos 28 e 29); 
  ROV monitorou o escape de gás na base da placa lógica, no stab 15. Foi observado que após a remoção do 
hidrato do stab 15, o fluxo aumentou para 47 bolhas/minuto. Após 2 horas do término da limpeza de hidrato 
do stab 15, foi observado que nova formação se iniciou. Escape de gás intermitente na base da placa lógica / 
stab 15 
   
Foto 29. Escape de gás intermitente na base da placa lógica /  Foto 30.   Observado escape de gás apresentando 9 bolhas/minuto de fluxo intermitente, na base da placa lógica, no 
stab 15. Escape de gás apresentando 9 
(H) Foi identificado algum tipo de escape de fluido?  ☒SIM  ☐ NÃO  bolhas/minuto de fluxo intermitente, na 
base da placa lógica, no stab 15. 
(I)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
35,"03 
DP&T-SUB/OPSUB - CONTRATOS: 5900.0113817.19.2 & 5900.0113821.19.2 
 
   
FOTO 7: Escape de gás no adaptador da válvula V-5  FOTO 8: Detalhe do escape de gás no adaptador da válvula Escape de gás no adaptador da válvula V4_P-07 
   
FOTO 15: Válvula V4_P-07 fechada. Elaborado 
• 
RA15871 e informe de escape de gás; 
Foi observado o escape contínuo de baixa intensidade de gás na válvula ESDV-8-VR-P7; Elaborado RA e 
• 
informe de escape de gás;","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
36,"• Observado escape de gás no flow by  da cabeça de poço –  Face Norte. Após a constatação do escape de 
gás foi informado ao  Luiz Armando (DAJS) a bordo da P -31, a Gisele suporte EQSB de terra e a fiscalização  
de bordo. O vazamento foi monitorado por um período de 15 minu tos e verificado escape de 3 bolsões  com 
aproximadamente 45 bolhas . Poço sem ANM ou BAP instalada, estando presente apenas a BGP e outras estruturas deixadas ao redor;  
• Identificadas ao redor, uma capa de proteção, cabo de aço e extremidade dos  dutos  sobre a BGP , ambos  
tamponados com flange cego;  
• Identificado  escape de gás no furo de flow by  da cabeça do poço, 3 bolsões com aproximadamente 45 bolhas 
na face norte que foi comunicado e evidenciado para a fiscalização do WildeBeest , Suporte EQSB  e produção 
da P-31. Petrobras;  
• Vídeo e fotos evidenciando o escape de gás para avaliação do STO;","{'recommendations': [{'recommendation': 'opção 2', 'location': 'cabeça do poço (SCPS/SCPM)', 'type': 'escape de bolhas de gás'}]}"
37,"Durante inspeção de status de válvulas da ANM foi observado escape de gás itermitente de baixa intensidade no atuador da válvula UM. Durante inspeção de status de válvulas da ANM foi observado escape de gás itermitente de baixa intensidade no atuador da válvula UM. Realizada inspeção no ponto de origem do escape de gás, constatado escape intermitente de pequena intensidade, capturado pequeno trecho de 
vídeo e enviado ao STO turno EQSB que fez o informe e encaminhou a UEP. Anexos
Detalha do ponto do escape de gás.jpg Detalha do ponto do escape de gás.jpg","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
38,"Após realizar os testes funcionais, foi observado que a M2 permaneceu    
aberta hidraulicamente (vale ressaltar que o indicador encontra-se inoperante, verificado abertura e fechamento pelo sextavado no painel da  
ANM), indicando uma falha na atuação de fechamento da mesma, a fiscalização e o STO foram informados, e decidiram  
prosseguir com a operação, pois uma das suspeitas na falha de atuação da M2, era de formação de hidrato no bloco da ANM. HCR afim de desassociar possível hidrato no bloco da ANM, 
durante o bombeio foram realizados 20 ciclos de atuação na M2, visando obter sucesso no fechamento total da mesma, porém não obtivemos 
sucesso.",{'recommendations': []}
39,"OBSERVAÇÕES 
•  Foi observado um escape de gás no atuador do bloco central da ANM que foi reportado à PGP-1. Foto 23: Escape de gás no atuador do bloco central da ANM 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
PRESTADOR DE SERVIÇOS RESPONSÁVEL PELA  FISCALIZAÇÃO  
EMISSÃO DO DOCUMENTO Durante a operação de medição de espessura, foi observado um escape de gás no atuador localizado no bloco 
central da ANM. Observado escape de gás no atuador 
(H)  Foi identificado algum tipo de escape de fluido?  ☒ SIM ☐ NÃO 
no bloco central da ANM. 
(I)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
40,"Escape de gás observado no conector do anular, já mencionado nos relatórios anteriores. •  Foram realizados dois monitoramentos de 30 minutos, um ao início da inspeção e outro ao fim, sendo con-
tadas as bolhas de gás a fim de gerar uma comparação quantitativa do evento; 
• No primeiro monitoramento foram observados 11 escapes de baixa intensidade e no segundo 7 escapes 
de baixa intensidade, demonstrando que o escape não é constante temporalmente. 
 
TABELA 6 – CONTROLE DE ESCAPE DE GÁS 
Quantidade de 
Evento  Hora  Evento  Hora  Intensidade 
bolhas 
1  19:28  2  7  19:47  1 
2  19:31  2  8  19:48  2 
3  19:34  1  9  19:50  1 
4  19:38  1  10  19:53  2 
5  19:41  2  11  19:56  2 
6  19:43  2   - 
 
TABELA 7 – CONTROLE DE ESCAPE DE GÁS 
Quantidade de 
Evento  Hora  Evento  Hora  Intensidade 
bolhas 
1  23:23  2  5  23:44  2 
2  23:26  5  6  23:47  2 
3  23:32  2  7  23:52  1 
4  23:40  3  - 
 
 
PRESTADOR DE SERVIÇOS RESPONSÁVEL PELA  FISCALIZAÇÃO ONSHORE 
EMISSÃO DO DOCUMENTO Realizada inspeção visual na ANM do poço 3-NA-2-RJS em apoio à PNA-2, sendo identificado o seguinte: 
✓  Escape de gás no conector do anular, já citado nos relatórios anteriores CGna21-050 e 
CHIna21-129; 
✓  Dano mecânico relevante no poste-guia #4, também citado nos relatórios anteriores CGna21-050 
e CHIna21-129; 
✓  Presença de pontos de corrosão dispersos por todo o conjunto; 
✓  Incrustações generalizadas moles e duras por todo o conjunto; 
PRESTADOR DE SERVIÇOS RESPONSÁVEL PELA  FISCALIZAÇÃO Foi identificado algum tipo de escape de fluido?  ☒SIM ☐ NÃO  Observado escape de gás de baixa intensidade 
(I)","{'recommendations': [{'recommendation': 'opção 4', 'location': 'linha de anular do equipamento', 'type': 'escape de bolhas de gás'}]}"
41,"ESCAPE DE GÁS [PI-ANM-EDG6] 7-BFR-12PA-ESS / 7-
OS: 006000585350 
BFR-12PA-ESS / P-58 
CAMPO  COORDENADAS UTM / SIRGAS 2000 / MC 39°  INSTALAÇÃO  PROFUNDIDADE (m) 
Baleia Franca OBJETIVO 
  Realizar inspeção diferenciada em busca de escape de gás no conjunto de equipamentos instalados na ANM   Monitorado pontos, próximo ao indicador de travamento da BAP (face 4), em 2 pontos distintos, previamente 
relatados em inspeções anteriores, aonde não foram observados escapes de gás (fotos 3 a 5);  
  Monitorado pontos, próximos da interface BAP  x ANM, em 2 pontos distintos, relatados em inspeções 
anteriores, aonde não foram observados escapes de gás (fotos 6 a 8); 
  Identificado escape de gás, continuo, de média intensidade (80 a 100 bolhas por minuto), proveniente de 1 furo 
na parte superior da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP - Face 
4 (fotos 9 e 10); 
  Identificado escape de gás, continuo, de média intensidade (80 a 100 bolhas por minuto), proveniente de 1 furo 
na parte superior da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP. Visualizado fenômeno de convecção proveniente do mesmo ponto de escape - Face 3 (fotos 11 e 12); 
  Identificado escape de gás, continuo, de baixa intensidade (05 bolhas por minuto), proveniente de local com 
formação de hidrato, na capa lógica da ANM - Face 2 (fotos 13 e 14); 
  Identificado escape de gás, continuo, de baixa intensidade (10 bolhas por minuto), proveniente de 1 furo na 
parte superior da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP - Face 2 
(fotos 15 e 16); 
  Identificado escape de gás, continuo, de média intensidade (100 bolhas por minuto), proveniente de 1 furo na 
parte superior da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP - Face 2 
(fotos 17 e 18); 
  Identificado escape de gás, continuo, de baixa intensidade (05 bolhas por minuto), proveniente de 1 furo na 
parte superior da cabeça do poço, abaixo do funil down da BAP - Face 1 (fotos 19 e 20); 
  Monitorado 02 pontos de escape de gás relatados em inspeções anteriores em local com formação de hidrato 
aonde não foi observado escape de gás abaixo do funil down da BAP - Face 1 (fotos 21 e 24); 
   
Foto 3. Pontos relevantes: 
  Observado ponto de escape de gás contínuo de média intensidade, proveniente de 1 furo na parte superior 
da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP – Face 04; 
  Observado ponto de escape de gás continuo de média intensidade, proveniente de 1 furo na parte superior 
da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP. Observado também 
fenômeno de convecção proveniente do mesmo ponto de escape - Face 3; 
  Observado ponto de escape de gás continuo de baixa intensidade, proveniente de local com formação de 
hidrato, na capa lógica da ANM - Face 2; 
  Observado ponto de escape de gás continuo de baixa intensidade, proveniente de 1 furo na parte superior 
da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP - Face 2; 
  Observado ponto de escape de gás continuo de média intensidade, proveniente de 1 furo na parte superior 
da cabeça do poço, em local com formação de hidrato, abaixo do funil down da BAP - Face 2; 
  Observado ponto de escape de gás, continuo, de baixa intensidade, proveniente de 1 furo na parte superior 
da cabeça do poço, abaixo do funil down da BAP - Face 1.","{'recommendations': [{'recommendation': 'opção 2', 'location': 'cabeça do poço (SCPS/SCPM)', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 1', 'location': 'cabeça do poço (SCPS/SCPM)', 'type': 'hidrato'}, {'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
42,"Medidas corretivas
- Ciclagem da atuação das válvulas; 
- Atuação em override das válvulas (M2 com tempo muito elevado para abertura e fechamento, indicando possível hidrato) Por conta de presença de hidrato no conjunto sistema de controle da ANM do BUZ-02, foi realizada a operação de troca do SCM e 
recondicionamento do HFL de linhas de função do SCMMB.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
43,"Observado 
• 
afloramento de 116 bolhas neste intervalo de tempo; (Fotos 12 e 14) Observado 
• 
afloramento de 43 bolhas neste intervalo de tempo; (Fotos 17) Observado escape de 36 bolhas no furo do Funil-up da BAP neste intervalo de tempo; (Foto 21 e 22) Observado escape de 250 bolhas neste intervalo de tempo. Na face 1, foram observadas 
• 
116 bolhas e na face 2, 43 bolhas neste intervalo de tempo. Observado 
• 
escape de 36 bolhas no furo do Funil-up da BAP neste intervalo de tempo; 
Monitorado por 15 minutos do interior do Funil-up da Tree-Cap, entorno do cilindro do softland. Observado 
• 
escape de 250 bolhas neste intervalo de tempo.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
44," Escape de fluído na BAP – Face 1 (50 bolhas/20min). Foto 23.  Bolhas do escape de fluído  oleoso  na BAP – 
Face 1.   
 
  
Foto 24.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
45,"VAZAMENTOS EXTERNOS : 
 Localizado escape de flúido na região da instrumentação entre o tubo 21 e 22 do AVP , com fluxo aproximado 
de uma bolha a cada 12min34seg. OUTROS PONTOS RELEVANTES : 
 Verificado incrustações moles por toda a estrutura, paineis e válvulas do conjunto – Faces 1, 2, 3 e 4;  
 Visualizado formação de hidrato na base adaptadora da AVP na face 2, sem presença de escape de gás  – 
Face 2 ; 
 MCV -U sem duto de UEH – Observado acúmulo de hidrato na saia da 
AVP -  Face 2. Nenhuma anomalia 
encontrada ; 
 Não foi identificada sucata em contato com o conjunto da ANM ; 
 Localizado escape de flúido na região da instrumentação entre o tubo 21 e 22 do AVP , com fluxo aproximado 
de uma bolha a cada 12min34seg ; B ; 
 Foi verificado ponto de erosão próximo a ANM na Face – 4; 
 Verificado incrustações moles por toda a estrutura, paineis e válvulas do conjunto – Faces 1, 2, 3 e 4;  
 Visualizado formação de hidrato na base adaptadora da AVP na face 2, sem presença de escape de gás – 
Face 2;  
 MCV -U sem duto de UEH – Face 2;  
 MCV -P sem duto de PO – Face 3 ; 
 Realizado inspeção visual a fim de verificar a integridade dos fixadores das válvulas dos subequipamentos 
presentes na BAP, onde não foi encontrada nenhuma anomalia;  
  
4 5 6 
3 
2 1 7 
8 
9 10 
11 12 
                RELATÓRIO DE SERVIÇO  NÚMERO:   
CHI cmr21-043 
INSPEÇÃO DETERMINÍSTICA DE EQUIPAMENTOS SUBMARINOS  DATA: 04/03/2021 SIM ☐ NÃO  Localizado escape de flúido na região 
da instrumentação entre o tubo 21 e 22 
do AVP , com fluxo aproximado de uma 
bolha a cada 12min34seg ; 
(I)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
46,"Após reentrada da FDR na TRT-w, devido a escape de gás na ANM, foi detectado que a função carrega acumulador não estava estanque. Devido a escape de gás no bore de produção da ANM OSS, após retirada da TCAP e fundeio da mesma no leito marinho, foi decidido pela 
fiscalização, assentar com FDR +","{'recommendations': [{'recommendation': 'opção 2', 'location': 'leito/solo marinho', 'type': 'escape de bolhas de gás'}, {'recommendation': 'opção 3', 'location': 'linha de produção do equipamento', 'type': 'escape de bolhas de gás'}]}"
47,Sonda realizando quebra de hidrato na coluna de produção. Drenando DPR para dissociação de possível hidrato. Operação de dissociação de hidrato. Operação de dissociação de hidrato.,"{'recommendations': [{'recommendation': 'opção 3', 'location': 'linha de produção do equipamento', 'type': 'hidrato'}]}"
48,"- ESCAPE DE GÁS [PI -ANM -EDG6] 3 -RJS-329/3 -RJS-329A / 3 -
RJS-329A / P -31 OS: 006000588324  
CAMPO  COORDENADAS  INSTALAÇÃO  PROFUNDIDADE (m) OBJETIVO:  
Realizar a inspeção diferenciada de escape de gás programada no poço 3-RJS-329A interligado ao FPSO • Realizada  inspeção em todas as faces do conjunto ANM com o objetivo de encontrar pontos de escape 
de gás . As frequências observadas foram:  
o 3 (três) bolhas por minuto para a face 2 ; (Foto 6) Offshore Manager  José Lauro Piorno  
Matrícula: 978214 -0 
SUB/SSUB/MIS/MI -AUP 
 o 5 (cinco) grupo de bolhas por minuto na face 3. Ponto de visualização de escape de gás na 
conexão entre a UGB  e ANM – Face 2 . Foto 8:  Panorâmica do escape de gás pela Face 3. Origem do escape de gás visualizado na foto 
anterior entre UGB e ANM – Face 3.  
6. Realizada a inspeção diferenciada de escape de gás programada no poço 3 -RJS-329A interligado ao FPSO Foram observados pontos de escape de gás na conexão entre UGB  e a ANM nas faces 2 e  3. As fr equências 
observadas foram de 3 (três) bolhas por minuto para a face 2 e 5 (cinco) grupo de bolhas  por minuto para a face 
3. Tanto o local quanto a intensidade de saída condizem com o relatório anterior , SEab20 -085, haja vista o local de 
inspeção, registro panorâmico  no relatório,  e quantidade variável de bolhas  informados no mesmo. SIM  ☐NÃO  Escape de gás entre a UGB  e a ANM  
nas faces 2 e 3.  
(I) SIM  ☐ NÃO  Escape de gás entre a UGB  e a ANM  
nas faces 2 e 3.  
(M) Houve limitações em alguma parte da operação que 
dará a necessidade de complemento com outro 
recurso?  ☐SIM  ☒","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
49,"  Observado  escape  contínuo  de  fluido,  de  baixa  intensidade  (aproximadamente  6  bolhas  por  minuto), 
proveniente do solo marinho, no entorno da cabeça do poço; 
PRESTADOR DE SERVIÇOS RESPONSÁVEL PELA EMISSÃO DO DOCUMENTO E 
NOME / ASSINATURA / SNQC DO INSPETOR CONTRATADO 
EXECUÇÃO DO SERVIÇO 
   
   
    Joaquim Alexandre Barcellos Barreiros – SNQC 6027 Observado escape contínuo de fluido, de baixa intensidade (aproximadamente 6 bolhas por minuto), 
proveniente do solo marinho, no entorno da cabeça de poço.","{'recommendations': [{'recommendation': 'opção 2', 'location': 'leito/solo marinho', 'type': 'escape de bolhas de gás'}]}"
50,"Topado no TH.
- Descido BHA de arame com localizador 3,68"" e estampador 3,25"".
- Circulado para aquecer ANM e dissociar possível hidrato no TH .
- Identificando perfil da DHSV com BHA de arame com localizador 3,68"" e estampador 3,25""
- Identificado nipple 3,562"" e nipple DB 3,50"" com BHA de arame com localizador 3,56"" e estampador 3,25""
- Efetuada dissociação de hidrato com N2 via HCR.","{'recommendations': [{'recommendation': 'opção 1', 'location': 'cabeça do poço (SCPS/SCPM)', 'type': 'hidrato'}, {'recommendation': 'opção 1', 'location': 'equipamento', 'type': 'hidrato'}]}"
51,"Monitorado o local de escape de fluido na viga de apoio da BAP, ao lado do MCV-
4  3  P durante 15 minutos e visualizado escape de fluido intermitente de baixa  12 e 13 
intensidade, desprendimento de 6 bolhas de coloração escura.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
52," Presença de  ponto de  escape na haste da válvula S1 no painel da ANM  (180 bolhas por minutos) Panorâmica do local de escape  de gás na 
haste da válvula S1 no pain el da ANM - Face 1. Panorâmica do local de escape  de gás entre 
válvula M2 e M1 – Face 2. Presença de ponto de escape na haste da válvula S1 no painel da ANM  (180 bolhas por minutos)","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'escape de bolhas de gás'}]}"
53,"O objetivo não foi atingido devido a hidrato na COI. Realizado dissociação de hidrato no bloco da ANM com ventilação para a superfície. Efetuada tentativa de quebra de hidrato ventilando COI, sem sucesso Efetuada operação de bombeio de CADIT aquecido na tentativa de dissociar hidrato. Ventilado COI para dissociação de hidrato. Ventilado COI para dissociação de hidrato. Ventilado COI para dissociação de hidrato. Realizada diversos ciclos de ventilação e N2 lift com FT para quebra de hidrato. Realizado nova tentativa de quebra de hidrato com FT por dentro do camisão partido.","{'recommendations': [{'recommendation': 'opção 5', 'location': 'equipamento', 'type': 'hidrato'}]}"
54,"Solicitado ciclo de abertura e fechamento da válvula, 
onde foi constatado movimentação do sextavado, e indicador travado na posição A. 
Ao final da manobra, foi verificado um pequeno bloco de coloração branca (semelhante a formação de um hidrato), que aparentemente já estava 
solto sobre a estrutura modulo MP3, e se deslocou para cima do indicador da válvula TP, provavelmente pela força do truster do ROV.",{'recommendations': []}
55,"O parecer inicial da anomalia indica possível formação de hidrato no conector ou falha na abertura do anel ""C"".",{'recommendations': []}
